,notice_date,region,type,reference
412,1999-11-29 08:48:06,SA,LRC,Actual LRC SA Region Monday 29 November 1999
101,1999-11-30 12:15:26,SA,LRC,Actual LRC SA Region Tuesday 30 November 1999
490,1999-12-07 09:12:51,SA,LOR2,"Actual LOR2 SA region Tue 7/12/99, 0658hr to 1230hr"
230,2000-01-09 17:45:54,SA,LOR2,Actual LOR2 SA region due to network outage 1741hr to 1830hr Sun 9/1/00
464,2000-02-03 13:26:08,SA,LOR3,Actual LOR3 for Victoria and South Australia Regions from 1213  3/2/00
155,2000-02-09 14:18:22,SA,LOR1,Actual LOR1 SA Region 1400 to 2030hr Wed 9/2/00
544,2000-02-09 14:23:38,NSW,LOR1,Actual LOR1 NSW Region 1430 to 1630hr Wed 9/2/00
681,2000-02-17 13:45:48,SA,LRC,ACTUAL LRC SA Region 17/2/2000
754,2000-02-17 13:47:10,SA,LOR1,ACTUAL LOR 1 SA Region  17/2/2000
828,2000-02-18 11:48:32,SA,LOR1,ACTUAL LOR1 SA Region  18/2/2000
1113,2000-02-18 14:56:10,SA,LOR2,ACTUAL LOR 2 SA Region 14:55hrs 18/2/2000
969,2000-02-19 10:42:31,SA,LRC,Actual LRC SA Region Saturday 19 February 2000.
899,2000-02-19 10:50:03,SA,LOR1,Actual LOR1 SA Region Saturday 19 February 2000.
1183,2000-02-21 07:55:00,SA,LOR1,Actual LOR1 SA Region 0800hr to 1030hr Mon 21/2/00
1041,2000-02-24 12:02:11,NSW,LOR1,Actual LOR1 NSW region 11:40hrs 24/2/00
755,2000-03-02 09:21:15,SA,LOR2,Actual LOR2 SA Region 0900h Thu 02/03/00.
682,2000-04-03 11:06:28,SA,LOR1,Actual LOR1 SA Region Monday 3 April 2000
829,2000-04-03 13:49:44,SA,LOR1,Actual LOR1 SA Region Monday 3 April 2000
1114,2000-04-04 07:52:42,SA,LOR2,Actual LOR2 SA Region Tuesday 4 April Transmission outage.
970,2000-04-04 08:54:43,SA,LOR2,Actual LOR2 in SA Region 5 to 11 April 2000
900,2000-04-05 18:41:47,SA,LOR2,Actual LOR2 SA Region Wednesday 5  April Transmission outage.
1184,2000-04-06 10:08:52,SA,LOR2,Actual LOR2 SA Region Thursday 6  April Transmission outage.
1042,2000-04-07 07:45:28,SA,LOR2,Actual LOR2 SA Region Friday 7  April Transmission outage.
756,2000-04-08 07:10:38,SA,LOR2,Actual LOR2 SA Region Saturday 8 April 2000
683,2000-04-09 07:16:31,SA,LOR2,Actual LOR2 SA Region Sunday 9 April 2000
830,2000-04-09 22:37:42,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC to SA Interconnection Sunday 9 April
1115,2000-04-10 07:14:41,SA,LOR2,Actual LOR2 SA Region Monday 10 April 2000
971,2000-04-10 21:52:01,SA,LOR2,Actual LOR2 SA Region following loss of Para-Tailem bend
901,2000-04-12 21:03:54,SA,LOR2,Actual LOR2 SA Region Wednesday- Thursday 12-13 April 2000
1185,2000-04-17 12:00:16,SA,LOR2,Actual LOR 2 SA Region 1200-1600hrs Monday 17 April 2000.
289,2000-05-15 12:42:04,SA,LOR2,Actual LOR2 SA Region Monday 15 May 2000.
211,2000-05-28 03:00:26,SA,LOR2,Actual LOR2 SA Region Sunday 28 May 2000
445,2000-06-08 21:48:00,SA,LOR2,Actual LOR2 SA Region Thursday 8 June Reclassification of VIC to SA Interconnection.
136,2000-06-11 15:24:28,SA,LOR2,Actual LOR2 SA Region Sunday 11 June 2000 Reclassification VIC SA Interconnection
525,2000-06-11 22:17:10,SA,LOR2,Actual LOR2 SA Region due to transmission element outage VIC SA Interconnector Sunday 11 June 2000
57,2000-06-21 03:49:10,SA,LOR2,Actual LOR2 SA Region Wednesday 21 June 2000 Reclassification VIC SA Interconnection
600,2000-06-21 12:10:38,SA,LOR2,Actual LOR2 SA Region Wed 21 June 2000 Reclassification VIC SA Interconnection
369,2000-06-21 15:44:58,SA,LOR2,Actual LOR2 SA Region Wed 21 June 2000 Reclassification VIC SA Interconnection
290,2000-06-21 21:18:07,SA,LOR2,Actual LOR2 SA Region 2105h Wed 21/06/00. Reclassification of VIC SA Interconnectors
212,2000-06-22 07:41:07,SA,LOR2,Actual LOR2 SA Region Thu 22 June 2000 Reclassification VIC SA Interconnection
446,2000-06-22 12:38:10,SA,LOR2,Actual LOR2 SA Region Thu 22 June 2000 Reclassification VIC SA Interconnection
137,2000-06-25 07:03:32,SA,LOR2,Actual LOR2 SA Region Sunday 25th June 2000 Transmission outage. 
526,2000-07-08 16:07:23,SA,LOR2,Actual LOR2 SA Region 1550h Sat 08/07/00. Reclassification loss of VIC-SA interconnection as credible contingency.
58,2000-07-19 00:37:06,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC SA Interconnection Wednesday 19 July 2000
601,2000-07-20 17:09:16,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC SA Interconnection as a single credible contingency.
370,2000-07-23 18:24:59,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC SA Interconnection as a single credible contingency.
291,2000-07-25 01:48:47,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC SA Interconnection as a single credible contingency.
787,2000-08-08 08:40:19,SA,LOR2,Actual LOR2 SA Region due to reclassification of VIC SA Interconnection Tuesday 8th August 2000
1074,2000-08-24 06:34:47,SA,LOR2,Actual LOR2 SA Region Thursday 24th August Transmission outage
350,2000-10-05 19:20:33,SA,LOR2,Actual LOR2 SA Region from 1905hrs Thursday 5th October 2000.
271,2000-12-08 05:10:12,SA,LOR2,"Actual LOR2 SA Region  0433hrs to 0457hrs  Friday 8 December, 2000"
194,2000-12-08 09:10:40,SA,LOR2,"Actual LOR2 SA Region  0847hrs to 0901hrs  Fri 8 Dec, 2000"
428,2000-12-11 15:47:52,SA,LOR2,"Actual LOR2 SA Region  1514hrs to approx 1630hrs  Monday 11 December, 2000"
1022,2001-01-04 21:32:12,SA,LOR2,"Actual LOR2 SA Region from 2120hr Thursday 4th January, 2001till further notice."
734,2001-01-05 00:25:31,SA,LOR2,"Actual LOR2 SA Region from 2120hr Thursday 4th January, 2001till further notice."
661,2001-01-05 02:17:08,SA,LOR2,Actual LOR2 SA Region from 21:20 Thurs 4/1/01 until 02:00 Fri 5/1/01
808,2001-01-10 14:50:35,SA,LOR2,Actual LOR2 SA Region from 1440hrs Wednesday 10/01/01 until further notice.
948,2001-01-22 15:18:53,SA,LOR2,Actual LOR2 SA Region  1510hr to approx 1700hr Mon 22 Jan 2001
878,2001-01-24 08:56:37,SA,LOR2,Actual LOR2 SA Region from 0847hrs Wednesday 24/01/01 until further notice.
1163,2001-01-24 13:25:48,SA,LOR2,Actual LOR2 SA Region from 1320hrs Wednesday 24/01/01 until further notice.
1023,2001-01-25 11:13:47,SA,LOR2,Actual LOR2 SA Region from 1100hrs Thursday 25/01/01 until further notice.
735,2001-01-26 02:13:45,SA,LOR2,Actual LOR2 SA Region from 0210hrs Fri 26 Jan 01 until further notice.
662,2001-02-06 16:27:48,SA,LOR2,"Actual LOR2 SA Region from 1625hr to approx 1800hr Tuesday 6 February, 2001 "
809,2001-02-07 15:17:37,SA,LOR2,"Actual LOR2 SA Region from 1500hr  until further notice  Wednesday 7 February, 2001"
1094,2001-02-07 19:08:19,SA,LOR2,"Actual LOR2 SA Region from 1905hr  until further notice  Wednesday 7 February, 2001"
949,2001-02-07 21:53:19,SA,LOR2,"Actual LOR2 SA Region from 2120hr to approx 2200hr Wednesday 7 February, 2001"
879,2001-02-13 00:04:11,SA,LOR2,"Actual LOR2 SA Region from 0000hr  until further notice  Tuesday 13 February, 2001"
1164,2001-02-14 06:33:47,SA,LOR2,"Actual LOR2 SA Region from 0615hr  until further notice  Wednesday 14 February, 2001"
1024,2001-02-15 18:08:09,SA,LOR2,Actual LOR2 SA Region  1830hrs to 1930hrs Thursday  15 February 2001
736,2001-02-15 19:57:41,SA,LOR2,Actual LOR2 SA Region  1845hrs to 1950hrs Thursday  15 February 2001
0,2001-03-16 05:14:59,SA,LOR2,"Actual LOR2 SA Region from 0506hr  until further notice  Friday 16 March, 2001"
547,2001-04-30 08:49:25,SA,LOR2,"Actual LOR2 SA Region from 0715hrs  to 1700 Monday 30 April, 2001"
313,2001-05-01 07:29:29,SA,LOR2,"Actual LOR2 SA Region from 0703hrs  to 1700 Tuesday 01 May, 2001"
251,2001-05-02 06:39:37,SA,LOR2,Actual LOR2 South Australia Region from 0630hr to 1730hr Wednesday 02 May 2001
157,2001-05-03 06:59:10,SA,LOR2,Actual LOR2 South Australia Region from 0628hr to 1730hr Thursday 03 May 2001
390,2001-05-04 06:33:20,SA,LOR2,Actual LOR2 South Australia Region from 0631hr to 1730hr Friday 04 May 2001
78,2001-05-16 05:50:27,SA,LOR2,Actual LOR2 South Australia region - 0545hr to 1830hr Wednesday 16 May 2001
468,2001-05-17 08:43:45,SA,LOR2,Actual LOR2 South Australia region - 0555hr to 1830hr Thursday 17th May  2001
22,2001-07-25 19:55:56,SA,LOR2,Actual LOR2 South Australia region - 1945hr to 2030hr Wednesday 25 Jul 2001
568,2001-07-25 20:31:34,SA,LOR2,Actual LOR2 South Australia region extended - 1945hr to 2130hr Wednesday 25 Jul 2001
334,2001-07-25 21:27:13,SA,LOR2,Actual LOR2 South Australia region Cancelled
235,2001-09-04 15:06:41,SA,LOR2,Actual LOR2 South Australia region - 1350hr to 2100hr Tuesday 04th September  2001 .
76,2001-09-23 19:26:57,SA,LOR2,Actual LOR2 South Australia region cancelled 1920hr Sunday 23rd September 2001
927,2002-04-16 07:03:03,SA,LOR2,Actual LOR2 for SA Region Tuesday 16 April 2002
858,2002-04-17 06:02:38,SA,LOR2,Actual LOR2 for SA Region Wenesday 17th April 2002
1145,2002-04-18 06:30:07,SA,LOR2,Actual LOR2 for SA Region 06:15hrs Thursday 18th April 2002
1003,2002-05-30 08:04:29,SA,LOR2,Actual LOR2 for SA Region 06:15hrs Thurs 30th May 2002
714,2002-06-03 19:20:28,QLD,LOR1,Actual LOR1 Qld region SE area Monday 3 June 2002
641,2002-06-13 03:07:38,SA,LOR2,Actual LOR2 SA Region  Thursday 13th June 2002  (1)
788,2002-06-15 15:00:22,SA,LOR2,Actual LOR2 SA Region  Saturday 15th June 2002
118,2002-06-30 17:55:28,SA,LOR1,Actual LOR1 SA Region -- Sunday 30th June 2002
508,2002-07-02 20:23:15,QLD,LOR1,Actual LOR1 Qld Region -- Tuesday 02nd July 2002
39,2002-07-05 13:56:53,SA,LOR2,Actual LOR2 SA Region  Friday 5 July 2002
583,2002-07-23 19:39:15,SA,LOR2,Actual LOR2 SA Region  Tuesday 23 July 2002
351,2002-08-21 16:36:41,QLD,LOR1,Actual LOR1 Qld Region -- Wednesday 21 August 2002
272,2002-08-28 13:06:41,SA,LOR2,Actual LOR2 SA Region  Wednesday 28th August 2002
195,2002-09-29 12:38:16,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Sunday 29 september 2002
429,2002-10-03 17:13:23,SA,LOR2,Actual LOR2 SA Region  Thursday 3rd October 2002
119,2002-10-03 19:15:52,SA,LOR2,Actual LOR2 SA Region  Thursday 3rd October 2002 (2)
509,2002-10-08 07:25:44,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Tuesday 8 October 2002
40,2002-10-09 14:42:53,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Wednesday 9 October 2002
584,2002-10-14 21:35:59,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Monday 14 October 2002.
352,2002-10-14 23:12:17,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Monday 14 October 2002 update.
273,2002-10-15 03:26:32,SA,LOR2,Actual LOR 2 condition for SA region due to Network outage Monday 14 October 2002 update (2).
196,2002-10-15 21:06:28,SA,LOR2,Actual LOR2 SA region Tuesday 15 October 2002
430,2002-10-16 07:12:28,SA,LOR2,Actual LOR2 SA region Wednesday 16 October 2002
1043,2002-10-25 12:13:12,SA,LOR1,Actual LOR1 SA Region -- Fri 25 Oct 02
757,2002-10-26 14:24:48,SA,LOR2,Actual LOR2 SA Region Sat 26 Oct 02
684,2002-11-02 03:31:37,SA,LOR2,Actual LOR2 SA Region  Saturday 2nd November 2002
831,2002-11-06 06:14:00,SA,LOR2,Actual and Forecast LOR 2 conditions SA Region - Network outage Wed 6th Nov 2002
1116,2002-11-06 21:07:11,SA,LOR2,Actual LOR2 SA Region  Wednesday 6th November 2002
972,2002-11-07 15:50:12,SA,LOR2,Actual LOR2 SA Region Thurs 7th November 2002
902,2002-11-07 18:17:07,SA,LOR2,Actual LOR2 SA Region Thurs 7th November 2002 
1186,2002-11-08 13:14:57,SA,LOR2,Actual LOR2 SA Region -- Friday 8th November 2002
1044,2002-11-16 04:55:01,SA,LOR2,Actual LOR2 SA Region Saturday 16 November 2002
758,2002-11-17 15:51:28,SA,LOR2,Actual LOR2 SA Region Saturday 16 November 2002
685,2002-11-23 05:50:43,SA,LOR2,Actual LOR2 SA Region Saturday 23 November 2002
832,2002-11-25 22:01:39,SA,LOR2,Actual LOR2 SA Region  Mon 25 Nov 02
1117,2002-12-04 10:01:36,QLD,LOR1,Actual LOR1 QLD Region -- Wed 4 Dec 02
973,2002-12-09 07:39:16,SA,LOR2,Actual LOR2 SA Region Monday 9th Dec. 2002
903,2002-12-09 10:14:46,SA,LOR2,Actual LOR2 SA Region Monday 9th Dec. 2002
1187,2002-12-10 08:47:18,SA,LOR2,Actual LOR2 SA Region Tuesday 10th Dec. 2002
1045,2002-12-10 11:26:19,SA,LOR2,Actual LOR2 SA Region Tuesday 10th Dec. 2002
759,2002-12-11 07:09:41,SA,LOR2,Actual LOR2 SA region Wednesday 11 December 2002
686,2002-12-14 05:06:07,SA,LOR2,Actual LOR2 SA region Saturday 14 December 2002
833,2002-12-14 13:53:31,SA,LOR2,Actual LOR2 SA Region - - Saturday 14 December 2002
1118,2002-12-17 16:12:59,SA,LOR1,Actual LOR 1:   South Australian Region for Tuesday 17th December 2002
974,2002-12-21 17:55:12,SA,LOR2,Actual LOR2 SA Region Sat 21 December 2002
904,2002-12-22 01:10:48,SA,LOR2,Actual LOR2 SA Region Sat 21 December 2002
1188,2002-12-22 11:31:29,SA,LOR2,Actual LOR2 SA Region Sun 22 December 2002
1046,2002-12-30 23:51:42,SA,LOR2,Actual LOR2 SA Region  Monday 30th December 2002 at 2340hrs.
760,2003-01-09 07:29:53,SA,LOR2,Actual LOR2 SA Region Thur 9th Jan 2003
687,2003-01-10 07:34:37,SA,LOR2,Actual LOR2 SA Region Friday 10th Jan 2003
834,2003-01-13 07:12:57,SA,LOR2,Actual LOR2 SA Region 0700-0730hrs Monday 13th Jan 2003
1119,2003-01-14 11:49:55,SA,LOR2,Actual LOR2 SA Region Tuesday 14th Jan 2003
1189,2003-01-20 06:42:52,SA,LOR2,Actual LOR2 SA Region Monday 20th Jan 2003
1047,2003-01-29 15:20:21,NSW,LOR1,Actual LOR 1:   New South Wales Region for Wednesday 29th January 2003
761,2003-01-30 11:21:38,NSW,LOR1,Actual LOR 1:   New South Wales Region for Thursday 30th January 2003
688,2003-02-04 14:01:01,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region
618,2003-02-15 08:20:27,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region
388,2003-02-16 05:24:28,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region
308,2003-02-22 05:42:37,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region Sat 22nd Feb 2003
231,2003-02-22 16:41:15,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region Sat 22nd Feb 2003
465,2003-02-23 06:17:56,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia region Sun 23rd Feb 2003
156,2003-02-23 16:20:55,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region Sun 23rd Feb 2003
545,2003-02-23 19:43:48,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region Sun 23rd Feb 2003
77,2003-02-27 11:45:27,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia region Thurs 27th Feb 2003
619,2003-03-01 07:39:12,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia region Sat 01st March 2003
389,2003-04-09 15:57:14,SA,LOR2,Actual LOR 2 condition SA region - Network outage  Wed 9th April 2003
309,2003-04-09 19:04:11,SA,LOR2,Actual LOR 2 condition SA region - Network outage  Wed 9th April 2003
232,2003-04-10 18:01:51,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia region Thursday 10th April 2003
466,2003-04-24 07:57:15,SA,LOR2,Actual LOR2 SA region Thursday 24 April 2003
986,2003-05-11 18:18:56,SA,LOR2,Actual LOR2 SA Region  Sunday 11th May 2003
546,2003-05-17 23:49:41,SA,LOR2,Actual LOR2 SA Region  Saturday 17th May 2003
623,2003-05-19 13:57:33,SA,LOR2,Actual LOR2 SA Region  Monday 19th May 2003
620,2003-05-27 08:29:00,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region. 27 May 2003
1057,2003-08-09 16:38:54,SA,LOR2,Actual LOR2 SA Region  Saturday 9 August 2003
310,2003-08-18 18:06:27,SA,LOR2,Actual LOR2 SA Region  Monday 18 August 2003
233,2003-08-21 12:35:06,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region
1,2003-09-11 21:00:55,SA,LOR2,"ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region, Thursday 11 September 2003"
548,2003-09-17 09:04:23,SA,LOR2,"Actual Lack of Reserve Condition (LOR2) in the South Australia Region, Wednesday 17 to Friday 19 September 2003"
314,2003-09-20 22:41:13,SA,LOR2,"ACTUAL LACK OF RESERVE CONDITION (LOR2) in the South Australia Region, Saturday 20 September 2003"
252,2003-10-19 03:48:40,SA,LOR2,Actual LOR2 SA region Sunday 19 October 2003
158,2003-10-21 09:18:01,SA,LOR2,Actual LOR2 SA region Tuesday 21 October 2003
391,2003-10-22 17:38:35,SA,LOR2,ACTUAL  LOR2 in the South Australia Region Wednesday 22 October 2003
79,2003-10-23 09:28:35,SA,LOR2,Actual LOR2 SA Region --Thursday 23rd October 2003
469,2003-10-31 09:03:05,SA,LOR2,ACTUAL  LOR2 in the South Australia Region - Friday 31 October 2003
2,2003-11-19 14:03:48,SA,LOR2,Actual LOR2 South Australia region - Wednesday 19 November 2003
549,2003-12-10 00:23:23,SA,LOR2,Actual  (LOR2) condition in the South Australia Region : Wed 10th Dec 2003.
315,2003-12-13 10:02:49,SA,LOR2,ACTUAL  LOR2 in the South Australia Region - Saturday 13 December 2003
213,2004-01-14 07:11:39,SA,LOR2,Actual LOR2 in the South Australia Region - Wednesday 14 January 2004
447,2004-02-14 09:46:04,SA,LOR1,Actual & Forecast LOR1 South Australia region - Saturday 15  February 2004
138,2004-02-14 10:17:25,SA,LRC,"Actual & Forecast Low Reserve Condition (LRC) in South Australia region, Saturday 14 February 2004"
527,2004-03-08 14:03:30,SA,LOR2,Actual LOR2 in the South Australia Region - Monday 8 March 2004
59,2004-03-08 17:45:01,SA,LOR2,Actual LOR2 in the South Australia Region - Monday 8 March 2004
178,2004-06-09 02:23:04,SA,LOR2,Actual LOR2 in the South Australia Region - Wednesday 9th June 2004
413,2004-06-13 03:22:21,SA,LOR2,Actual LOR2 in the South Australia Region Sunday 13 June 2004
102,2004-06-14 18:07:48,SA,LOR2,Actual LOR2 in the South Australia Region Monday 14 June 2004
491,2004-06-25 11:39:48,SA,LOR2,Actual LOR2 in the South Australia Region Friday 25th June 2004
23,2004-08-10 09:25:36,SA,LOR2,Actual LOR2 in the South Australia Region - Tuesday 10 August  2004
569,2004-08-11 06:00:10,SA,LOR2,Actual LOR2 in the South Australia Region - Tuesday 10 August  2004
335,2004-08-16 12:01:06,SA,LOR2,Actual LOR2 in the South Australia Region - Monday 16th August  2004
236,2004-08-31 10:35:36,SA,LOR2,Actual LOR2 in the SA Region - Tue 31 Aug  to Thu 2 Sep 2004
179,2004-09-28 07:12:40,SA,LOR2,Actual LOR2 in the South Australia Region - Tuesday 28th September  2004
414,2004-09-29 07:25:21,SA,LOR2,Actual LOR2 in the South Australia Region - Wed 29th Sept  2004
103,2004-10-04 08:08:42,SA,LOR2,Actual LOR 2 South Australia region - 0800hrs to 0815hrs Monday 4 October 2004
492,2004-10-06 07:10:48,SA,LOR2,Actual LOR 2 South Australia region - 0700hrs to 1600hrs Wednesday 6 October 2004
24,2004-10-06 15:56:52,SA,LOR2,Actual LOR 2 South Australia region - 0700hrs to 1900hrs Wednesday 6 October 2004
570,2004-10-07 09:29:04,SA,LOR2,Actual LOR 2 South Australia region - 07:00 to 16:00 Thurssday 7th October 2004
336,2004-10-08 07:54:56,SA,LOR2,Actual LOR 2 South Australia region - 07:45 to 16:30 Friday 8th October 2004
237,2004-10-10 10:46:40,SA,LOR2,Actual LOR 2 South Australia Region -  Sun 10 Oct 04
180,2004-10-11 07:47:30,SA,LOR2,Actual LOR 2 South Australia Region -  Monday 11th October 2004
415,2004-10-16 08:51:43,SA,LOR2,Actual LOR 2 South Australia Region -  Saturday 16th October 2004
104,2004-10-17 06:01:08,SA,LOR2,Actual LOR 2 South Australia Region -  Sunday 17 October 2004
493,2004-11-06 08:27:05,SA,LOR2,Actual LOR 2 South Australia Region -  Sat 6 Nov 2004
25,2004-11-07 12:12:28,SA,LOR2,Actual LOR 2 South Australia Region -  Sun 7 Nov 2004
571,2004-11-08 07:27:00,SA,LOR2,Actual LOR 2 South Australia Region - Mon 8th Nov 2004
337,2004-11-08 17:32:17,SA,LOR2,Actual LOR 2 South Australia Region update - Mon 8th Nov 2004
1075,2004-12-06 12:55:12,SA,LOR2,Actual LOR2 in the South Australia Region Monday 06 December 2004
928,2004-12-11 11:44:20,SA,LOR2,Actual LOR 2 South Australia Region -  Saturday 11 December 2004
859,2004-12-13 20:42:48,QLD,LOR1,Actual LOR1 QLD Region Monday 13th December 2004
1146,2004-12-14 12:39:50,QLD,LOR1,ACTUAL LACK OF RESERVE CONDITION (LOR1) in Queensland Region - Tue 14 Dec 2004
1004,2005-02-08 14:09:44,QLD,LOR1,ACTUAL LACK OF RESERVE CONDITION (LOR1) in Queensland Region - Tue Feb 2005
715,2005-03-20 08:10:39,SA,LOR2,Actual LOR 2 South Australia Region -  Sunday 20 March 2005
642,2005-03-21 07:42:47,SA,LOR2,Actual LOR 2 South Australia Region -  Monday 21 March 2005
789,2005-03-22 11:51:44,SA,LOR2,Actual LOR 2 South Australia Region -  Tuesday 22 March 2005
1076,2005-03-22 16:25:46,SA,LOR2,Actual LOR 2 South Australia Region -  Tuesday 22 March 2005
929,2005-04-08 00:18:37,SA,LOR2,Actual LOR2 in the South Australia Region Thursday 7th April 2005
860,2005-04-08 08:29:38,SA,LOR2,Actual LOR2 in the South Australia Region Friday 8th April 2005
1147,2005-05-03 10:32:59,SA,LOR2,Actual LOR2 in the South Australia Region Tuesday 3rd May 2005
1005,2005-05-10 07:40:21,SA,LOR2,ACTUAL LACK OF RESERVE CONDITION (LOR2) South Australia Region - Tuesday 10th May 2005
716,2005-05-11 08:16:21,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Wednesday 11th May 2005
643,2005-05-20 17:38:23,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Friday 20th May 2005
790,2005-05-27 07:23:23,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Friday 27th May 2005
1077,2005-05-27 07:36:16,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Friday 27th May 2005
930,2005-05-30 09:52:06,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Monday 30th May 2005
861,2005-05-31 09:13:31,SA,LOR2,ACTUAL Lack of Reserve Condition (LOR2) South Australia Region - Tuesday 31st May 2005
663,2005-06-09 00:30:02,SA,LOR2,Actual LOR2 in the South Australia Region Wednesday 8th June 2005
810,2005-06-26 15:16:27,SA,LOR2,Actual LOR2 in the South Australia Region Sunday 26 June 2005
1095,2005-06-28 06:59:51,SA,LOR2,Actual LOR 2 South Australian region Tue 28 June 2005
950,2005-07-10 07:01:45,SA,LOR2,Actual LOR 2 South Australian region Sunday 10 July 2005
880,2005-07-10 18:24:21,SA,LOR2,Actual LOR 2 South Australia Region -  Sunday 10 July 2005
1165,2005-07-10 19:11:39,SA,LOR2,Actual LOR 2 South Australian region Sunday 10 July 2005
1025,2005-07-13 17:13:31,SA,LOR2,Actual LOR2 South Australian Region Wednesday 13 July 2005
737,2005-07-17 08:04:07,SA,LOR2,Actual LOR2 South Australian Region Sunday 17th July 2005
664,2005-07-20 13:09:33,SA,LOR2,Actual LOR2 South Australian Region Wednesday 20th July 2005
811,2005-07-20 15:37:33,SA,LOR2,Actual LOR2 South Australian Region Wednesday 20th July 2005
1096,2005-07-20 16:32:24,SA,LOR2,Actual LOR2 South Australian Region Wednesday 20th July 2005
951,2005-07-21 12:46:14,SA,LOR2,Actual LOR2 South Australian Region Thursday 21 July 2005
881,2005-09-30 16:54:04,SA,LOR2,Actual LOR2 South Australian Region Friday 30 Sept 2005
1166,2005-10-03 22:34:47,SA,LOR2,Actual LOR2 South Australian Region Mon 3 Oct 2005
1026,2005-10-17 07:54:13,SA,LOR2,Actual LOR2 South Australian Region Mon 17 Oct 2005
738,2005-10-21 08:39:06,SA,LOR2,Actual LOR 2 South Australian region Friday 21st Oct 2005
665,2005-10-21 14:59:09,SA,LOR2,Actual LOR 2 South Australian region Friday 21st Oct 2005
812,2005-10-23 10:29:47,SA,LOR2,Actual LOR2 South Australian region Sunday 23 Oct 2005
1097,2005-10-25 20:34:31,SA,LOR2,Actual LOR 2 South Australian region Tuesday 25  October 2005 
952,2005-10-27 08:17:40,SA,LOR2,Actual LOR 2 South Australian region Thursday 27 October 2005
882,2005-10-27 16:44:00,SA,LOR2,Actual LOR 2 South Australian region Thursday 27 October 2005
1167,2005-11-02 12:57:23,VIC,LOR1,Actual LOR 1 VIC Region Wednesday 2 November 2005
1027,2005-11-07 07:31:46,SA,LOR2,Actual LOR2 South Australian Region Monday 7th Nov 2005
120,2005-11-12 17:48:52,SA,LOR2,Actual LOR2 South Australian Region Saturday 12th Nov 2005
510,2005-11-15 14:48:43,SA,LOR2,Actual LOR2 South Australian Region Tuesday 15th Nov 2005
41,2005-11-19 05:43:10,SA,LOR2,Actual LOR2 South Australian Region Saturday 19th Nov 2005
585,2005-11-30 09:30:35,SA,LOR2,Actual  LOR 2 South Australian region  Wed 30th November 2005
353,2005-12-01 07:33:10,SA,LOR2,Actual LOR 2 South Australia Region  -- 1st December 2005
274,2005-12-31 00:54:54,SA,LOR2,Actual LOR2 South Australian Region Saturday 31st December 2005
197,2006-01-19 08:46:07,SA,LOR2,Actual LOR2 South Australian Region 19th January 2006
431,2006-01-21 15:49:14,SA,LOR1,Actual  LOR1 SA Region - Sat 21 Jan 2006
253,2006-03-19 06:12:24,SA,LOR2,Actual LOR2 South Australian Region 19th March 2006
159,2006-03-21 07:30:47,SA,LOR2,Actual LOR2 South Australian Region 21th March 2006
392,2006-03-27 06:19:49,SA,LOR2,Actual LOR2 South Australian Region 27th March 2006
80,2006-03-28 06:34:26,SA,LOR2,Actual LOR2 South Australian Region Tues 28th March 2006
470,2006-03-29 08:47:46,SA,LOR2,Actual LOR2 South Australian Region Wednesday 29th March 2006
3,2006-05-08 06:52:43,SA,LOR2,Actual LOR2 South Australian Region -- Monday 8th May 2006
